start_lat,start_lng,end_lat,end_lng,distance_km,traffic_density,weather_condition,day_of_week,hour_of_day,ETA
17.482137575305874,78.56058695038668,17.438373483610057,78.42473253105699,20.59422416400512,3,foggy,1,19,46.62207295652246
17.486178573100776,78.53297905583752,17.210401080017945,78.42868330002904,12.482179559682546,5,rainy,6,8,31.610659379251175
17.474459317066135,78.53127655339321,17.374842050525046,78.46227150115142,22.931359951250595,2,foggy,5,4,43.98628980008791
17.31104761007663,78.55343496843506,17.498631254857393,78.50892894211083,14.171326219364476,2,clear,4,19,40.451447235345796
17.20463698495866,78.5283071972829,17.45670882815126,78.51064382885454,12.956112107118301,7,foggy,3,1,48.449009761431476
17.478495568776317,78.48786609648943,17.356433706713077,78.35150817231163,28.107167549160728,10,foggy,3,5,32.3384917234126
17.328455244495196,78.33937346330471,17.219092272785993,78.45003382562298,8.275493896830307,10,rainy,5,17,33.64128124481512
17.4899964457131,78.30975785384737,17.44941205431571,78.42358742851023,4.492972859900398,10,foggy,3,22,42.17881113699101
17.489085993126775,78.5762543543447,17.379693552453162,78.5611580898808,17.951750284524287,6,clear,4,18,15.403874683319415
17.45590283664021,78.48499509435622,17.23447989911787,78.48942567636551,29.11033255624119,4,clear,4,8,31.812222418215864
17.288334667620877,78.53896118729284,17.228157185447007,78.45975121992478,11.957337198088412,5,foggy,5,20,58.59754226299028
17.315529318580577,78.44445670545376,17.472888045830977,78.33461839265367,2.799066145234664,1,foggy,4,23,11.87761600300228
17.455341001455057,78.33519245668872,17.400760078881422,78.48169136679702,10.839852751977457,7,clear,6,5,25.80023614331969
17.29507660154688,78.33755573766076,17.448786039795028,78.33516117170407,15.672017975267195,8,rainy,0,13,25.705490954468537
17.250847824005827,78.5056695861687,17.46369367008468,78.40116197266973,5.6957671923341975,9,clear,1,23,41.67320596178863
17.367040378737507,78.42909176846983,17.371531705614498,78.34285258944429,20.08496432363827,8,clear,6,12,15.290017971206995
17.480846432248235,78.3601574180101,17.35523390552651,78.5076220941073,29.93473228129582,5,foggy,6,10,41.427201543943056
17.40880893900249,78.44747836402243,17.329128223096298,78.36187563415085,14.10044480346187,3,foggy,3,11,14.752012032580971
17.37101835102681,78.31926268112254,17.295083976337335,78.4175578119564,11.287128145176167,10,clear,0,18,14.74768237091655
17.22915294813123,78.47459142057431,17.33037878825761,78.56870243328562,12.620420838199532,9,rainy,5,18,46.409167859424116
17.38450216800975,78.38069802133053,17.432163896719047,78.36129491501968,4.339239173460832,6,clear,3,20,26.206758691639816
17.49701615503128,78.53926773019116,17.38057702930454,78.45234151918763,26.61493444136049,5,clear,0,18,58.871147385687394
17.242025204570957,78.39310858767706,17.467756986986455,78.4257814983498,13.029944010119207,3,rainy,4,23,11.867646821777747
17.355498895709122,78.43656604472454,17.333014004313757,78.30543721231372,12.230957931320399,6,clear,5,12,32.2553331858997
17.463211921578388,78.30348616197243,17.382126873615626,78.53782743407184,20.131017914983754,3,clear,5,13,15.656796883701181
17.42223058532626,78.32173406633837,17.389392265927597,78.32071377189438,13.818969207002581,10,foggy,3,23,27.568948337905432
17.40910472229858,78.417748066922,17.377509148691896,78.44227650629308,19.798770595427534,6,rainy,4,17,59.91112253045253
17.410745225196134,78.44398165041514,17.410790131925655,78.46820348848168,2.7819424137928377,4,foggy,3,11,54.442125586926586
17.307847345365925,78.48000616443579,17.271230040512442,78.48852793698437,24.597976967944597,2,foggy,2,3,12.416220442769845
17.288077553279347,78.38749877361279,17.353709133263738,78.50658948879236,28.274614633502676,8,rainy,0,9,38.16279219128417
17.442808346643552,78.50849456583796,17.231267440842505,78.37598171505681,19.81419619862219,4,rainy,2,16,42.39111524122178
17.443034018403754,78.55803671915676,17.315353398293443,78.30299363299753,28.682411936905513,9,clear,0,3,20.476731197506282
17.46012169557403,78.533955296668,17.346300120586378,78.51703309870646,5.391537116728935,7,foggy,1,11,17.255278669822513
17.47397216576694,78.3118856476045,17.39566727786364,78.46069697980427,14.845069494930257,2,rainy,6,12,55.21905673327617
17.35340271965828,78.44415208417735,17.48515931577586,78.55083531096217,18.45239528441797,4,foggy,5,3,58.440822074168835
17.35045488840616,78.33147905352546,17.380195319964507,78.54641650887021,17.870362775214414,5,foggy,3,9,59.59464286598209
17.439488553690033,78.37261350475876,17.423078174852968,78.55299785033635,12.642391593582254,3,rainy,1,2,49.48808868673173
17.394989179233328,78.59599877798014,17.35187981784856,78.44552839799385,10.80444787162158,9,clear,1,14,43.175103470262854
17.41059006317731,78.34274866287045,17.3902312094129,78.40008851875106,4.677896653962145,5,foggy,5,1,27.286512609649897
17.43873780083083,78.44966644603541,17.221279664840132,78.5374674607774,12.360531066306068,2,rainy,5,16,18.569915616237623
17.46700160254527,78.48544672029543,17.276317474252554,78.43538823390877,5.717163638059069,3,clear,0,5,13.949029968311585
17.30139854705546,78.51073949116322,17.308555927961542,78.35503265892103,22.296604618274333,9,foggy,2,7,44.6648734275746
17.31267488579198,78.46789460504607,17.341748006501955,78.55649220586844,7.056097129343109,7,rainy,4,2,49.236170758967916
17.22819458195226,78.30293125422575,17.213694623650714,78.5647679630317,2.6983938532514817,2,foggy,0,17,51.322682622749
17.373484042298852,78.3979383924732,17.242007229265994,78.43989292684205,17.018617996699795,9,rainy,4,21,55.68825016518993
17.210782682139023,78.45531349301541,17.28304429233739,78.32270991819293,18.261662248862645,4,rainy,1,0,53.99647818191868
17.33967940543974,78.32635994974345,17.491459807270314,78.41634782697507,26.28547877713466,9,foggy,4,15,59.98706361290463
17.36279339041227,78.40518807936274,17.299404102130914,78.54106129783878,17.732466760112775,2,foggy,2,6,22.203200548362563
17.285962375638483,78.30996093263741,17.344612317433626,78.57053220856386,11.018944757979925,10,rainy,0,2,48.16538076061053
17.377249978170703,78.3235735491465,17.25882931382152,78.36104182274927,24.287344564263297,4,clear,5,22,39.32297561873988
17.209150074981714,78.41907698286047,17.383234021322732,78.32009208360758,16.66808790243521,5,foggy,2,3,23.06225662267912
17.211204456624763,78.33981472621292,17.28420496465479,78.56320513593985,3.2991282543045606,2,rainy,6,8,59.09526611434714
17.446780168197897,78.47026225447846,17.262097773531526,78.41682148169366,17.409666249084154,10,rainy,2,4,54.89490523871261
17.30805719242338,78.50683949074117,17.354971788533792,78.46252828928027,27.33253781722821,1,clear,6,18,16.42578342220582
17.238118153795565,78.54017600973272,17.201651739748126,78.59041974361523,12.493066139448397,7,clear,0,14,11.307917116170993
17.35667297801644,78.36004507327344,17.202299209794766,78.31996941837427,9.593448255094202,10,clear,5,7,44.416538116633845
17.430998065929582,78.35024477467772,17.265720642730557,78.49449540223563,5.160614253522581,1,foggy,2,5,40.20653144282676
17.26474630824905,78.33137035210032,17.211016408750247,78.32223162677246,5.391920136125362,8,rainy,6,17,56.790781205557295
17.3868671427457,78.49092907486309,17.232407726239206,78.41264067853994,13.550373045912748,3,rainy,5,18,21.700264358018494
17.22560423949813,78.51194271794607,17.301658194801625,78.54114436355803,18.274714900684355,10,rainy,3,23,14.219397394749352
17.21550451635058,78.30947584344769,17.440775703873943,78.4300416698267,3.3378467499184508,6,clear,3,14,22.96076668859932
17.359406389470443,78.5808636738731,17.37161459301079,78.59915470617088,28.247489081729807,7,rainy,3,6,10.946382025573172
17.36219053648303,78.31559138509544,17.353800317786924,78.46771778548397,22.89887490591068,10,foggy,4,9,11.79463755944662
17.39122897044946,78.46238890059031,17.288046646962435,78.39634864579078,18.012093630226218,1,clear,2,5,55.74289029603798
17.4178274001168,78.51271815583527,17.479526115829845,78.36603339777142,25.024721457230733,6,clear,0,13,27.600829125093913
17.49275562383876,78.56129073712383,17.319104512371158,78.40515616028584,3.3254159475512854,7,clear,0,16,30.540450050484033
17.35489010449036,78.51422607963973,17.22612783003873,78.41175998212786,14.828327454260608,6,clear,4,8,10.918582726905221
17.296886941882374,78.54051842492093,17.38511995483534,78.32061410331718,19.27270067898824,4,foggy,0,18,23.52608900859233
17.43855585843061,78.40183505776284,17.234151518042978,78.41087225982803,25.030934277430386,1,rainy,6,4,50.23629918707155
17.28124967537862,78.54444753412395,17.303566942840508,78.43927155592176,23.720617241428762,9,foggy,3,22,40.774547983335964
17.33169142621169,78.3240344539154,17.35222358161534,78.51682132567164,9.035008241688589,4,rainy,2,6,47.68903005432077
17.22353691440268,78.56844499681816,17.46226675740555,78.49701884541648,28.285524917216925,7,foggy,0,18,32.36068703968925
17.207605223024636,78.46427771284611,17.348063974102036,78.51262969656874,4.60602940149524,7,clear,0,19,25.4864610875665
17.488794524403378,78.54518933098875,17.4106776298095,78.30250910456306,26.37887494001341,2,clear,1,6,34.140504666418515
17.450794036153663,78.43569548535548,17.49784505169972,78.36530021987416,29.157267238533937,1,foggy,1,23,26.153553420287558
17.408792261828108,78.49307330855895,17.239446735969395,78.49850528651996,6.137452173456142,8,foggy,1,1,51.9485548337034
17.32268588332428,78.45792079828082,17.282419457655855,78.44519681045392,21.939915861909775,8,rainy,2,22,24.883685779642285
17.251988296021253,78.5194768565266,17.318372822679294,78.3015940427005,2.1682800445619552,7,foggy,3,15,42.988182022654186
17.246931112801324,78.32448899460917,17.32654845356165,78.54134839272955,12.757261929035494,8,foggy,5,12,16.84911111547639
17.275072869449378,78.31810562519716,17.323306322579665,78.5318428719871,15.972215676732546,3,rainy,3,7,44.3433246867455
17.364767999411836,78.37413097020304,17.472283300766968,78.46452574889807,17.838711551379387,2,rainy,3,5,55.66498558000169
17.414378776810018,78.34786340403396,17.414209793340056,78.31993899773288,28.142180199208227,7,rainy,2,5,40.42915773199542
17.39805921301532,78.56153506997765,17.38237156422721,78.52995451485977,20.495269931531645,8,foggy,6,8,37.99276900172386
17.283980169083783,78.36576419620741,17.292811815358835,78.4751140763194,14.957060585357873,1,rainy,6,3,58.05591340108201
17.486459584198958,78.59275957674573,17.44713711526639,78.53458799314738,24.48057605171079,10,clear,2,10,41.36982776579232
17.42136907500873,78.40106873753133,17.4865181534455,78.52552409771874,28.56545180767786,9,clear,1,4,22.97752166365413
17.36630621575342,78.3546353747066,17.44635948476507,78.54090062158734,1.6399183117864344,4,clear,0,16,24.61955119238702
17.383516223870306,78.53690955214275,17.20046953155744,78.45540241992138,29.49311689542512,4,foggy,4,19,45.26533212679636
17.325880018728338,78.49761233265026,17.39092041105502,78.34209735545805,3.4978320328467296,3,clear,4,6,46.771829694609316
17.274319296850347,78.44945871493594,17.21534061443263,78.5013472420139,24.61721659879408,6,foggy,5,14,25.174811589450762
17.306791803595377,78.46660906528129,17.277282166100115,78.48614213551559,9.129707823990962,1,foggy,0,14,27.26719889631651
17.42735383313931,78.51576053348167,17.21785741010433,78.52267595615972,4.833210074862281,6,clear,5,13,59.55282543695435
17.204318046588927,78.36853642239939,17.381138635884817,78.35096430181521,13.755813551701213,2,rainy,1,12,15.097627479013873
17.234821792152076,78.59890017481702,17.405976974047782,78.35849255997009,19.674740803980793,9,foggy,5,10,30.232251422004964
17.213800792606524,78.59243794864403,17.234346291419772,78.56712285516579,12.047603505680776,2,clear,0,12,13.122376559875374
17.212218640695692,78.49509770590407,17.315151664913493,78.52499333953561,2.5823968401982698,7,foggy,0,21,51.05391809991205
17.456638175203302,78.35986273527874,17.336870952686663,78.5724685466101,18.38437305010278,1,rainy,4,23,14.617291947271612
17.411097357814008,78.50406847272939,17.310715906528273,78.52761459634917,27.169695007209565,7,rainy,6,8,43.70036782313556
17.342252148726196,78.32165952269375,17.236307500145557,78.47914659179709,12.1132456124703,5,clear,1,9,12.824171200174103
17.2293502481953,78.30919575066174,17.32568433705624,78.49623982110836,7.273650551293984,8,foggy,2,3,43.642751890484554
17.34748476253505,78.37730486655336,17.425353414342524,78.56673837718199,13.834743032051646,4,foggy,5,16,52.15184734638516
17.34204153123417,78.43878688702179,17.221302299359976,78.47364202635357,2.402518620414645,10,foggy,4,13,29.94107634620287
17.251960560973004,78.5604817516225,17.22405400422457,78.4897173972985,24.79413994992797,7,foggy,5,23,36.106324671608846
17.330155494771393,78.51815072092988,17.306431387550795,78.34694301480107,24.963883517555416,6,clear,5,17,30.077086900264124
17.31955142031921,78.52281195635999,17.482517713485677,78.44217636603483,18.052013439459223,5,rainy,2,10,25.024437931631944
17.384755029415665,78.42764800033441,17.400571794016873,78.51491913358743,11.239983779213295,4,clear,1,15,50.16317003135641
17.390528095260294,78.40378049776409,17.40360098700177,78.3812828094949,24.193717568927717,7,foggy,0,0,23.600128686549482
17.213591202931614,78.41131162889538,17.30857599725136,78.36067625415735,17.08592371886265,5,foggy,3,6,46.147171219472355
17.31238378438794,78.59629486912081,17.37809823736256,78.39414804246732,24.95203694795047,5,rainy,5,9,20.309853962760112
17.38775797471427,78.31203275742374,17.203039355208322,78.37245018839785,19.3123049849076,1,foggy,3,8,22.492689803916477
17.350940877574025,78.56010944883673,17.390828813922862,78.36447379111091,23.74775872317112,2,clear,1,2,26.823058128860612
17.456946952356496,78.47360262257172,17.47398608427287,78.42745525286043,18.358326803315038,5,clear,3,21,39.45781886968941
17.397608089485683,78.43158462575687,17.383772040503445,78.57235155416505,13.01009097825432,3,rainy,5,22,32.721115957977055
17.24888032812443,78.51757729812454,17.462109578039904,78.45211789402161,28.78042993785799,2,clear,2,13,47.257240491391016
17.22117062422013,78.44600068242741,17.41719191663983,78.3563761142446,16.6923009214865,4,clear,3,14,20.678365016809614
17.392725783461895,78.56202697142449,17.236167524921107,78.32309150081426,18.547596037675614,4,clear,1,1,10.533614392441706
17.207953393162487,78.57021055920337,17.47073599218575,78.50884684354138,7.394141543027728,4,clear,1,23,48.827873589261
17.37573267438204,78.42651627806204,17.21993315330673,78.41483962933091,19.143872893391016,4,foggy,6,13,51.08246669400362
17.48206907242749,78.38304833917051,17.36019024176433,78.54654928397561,17.576621835005373,3,clear,6,15,12.974008155419478
17.372642253362763,78.477705098578,17.242641137138037,78.49785323059223,6.360313540463723,7,rainy,2,6,40.54537610791982
17.316450977861955,78.573709003685,17.203511983219272,78.5388724351624,2.728025823241168,9,rainy,3,3,28.910339193653897
17.392986465532704,78.3631986567017,17.32661027803829,78.38158381182554,18.526420271728362,5,clear,3,17,49.69478275972584
17.337475867147454,78.48688997506903,17.288512212296247,78.5077076767383,23.147075811159297,4,rainy,6,23,53.720727709823926
17.36368503679478,78.48946806602775,17.34580014813928,78.37921859540812,16.17863975673824,2,clear,0,4,52.55018833986245
17.48243944263296,78.51993390672457,17.373159966020363,78.58172054383508,7.5764061342697255,2,rainy,4,5,48.86021236754261
17.315830791340233,78.33947030553817,17.213121721692684,78.49091228446001,20.329137324098014,5,rainy,1,6,23.452611437108146
17.488357169147175,78.51474748940463,17.236900988537123,78.39735354005259,3.3230660716784652,7,clear,0,14,50.59448217841584
17.471605192586818,78.57270975619969,17.36759271893513,78.38085355868768,13.813177439256684,10,clear,1,0,36.673923795314636
17.258737340436788,78.35390493266107,17.302950205951795,78.35727797552148,5.737635993554186,10,foggy,0,23,12.63783074160454
17.220808390262548,78.37126299747716,17.418752046264835,78.50839228766812,6.349312480736618,9,clear,6,3,32.84694249491245
17.230233400413226,78.59141852821249,17.395687494577583,78.36561468389938,6.866524525587906,7,clear,6,0,57.10789585149966
17.205466547695465,78.35429308581284,17.45368130889697,78.47859097977825,12.214504654275359,5,foggy,4,10,54.392967486777636
17.228332888226777,78.55631552801087,17.407747848000767,78.3793905080776,2.4833559629915314,10,clear,0,17,15.113214049855802
17.404902032024907,78.4476833569344,17.328979323217045,78.49859068343815,12.536009786943847,10,clear,1,13,47.20633428571851
17.22135659453807,78.37416932232095,17.40188998671833,78.54448191856216,15.839515966326324,10,foggy,3,21,50.28964329791174
17.295692689088128,78.56122497038174,17.282614352276624,78.53340757294339,15.015534264023431,6,clear,1,10,23.56940941183824
17.453462593290837,78.4335915765008,17.291894049633463,78.52825539927923,12.100738911688175,3,clear,5,9,33.580428537054615
17.206981580720747,78.4544452061789,17.43669554797624,78.35631672170767,25.335251634051822,5,foggy,6,16,45.549397073184146
17.44434054477668,78.40777001081993,17.333925854920473,78.32651548409535,5.214474080194619,8,foggy,2,3,31.952074441057395
17.28455643243202,78.47788525543048,17.439514102155506,78.50968464854621,15.665205569659845,1,rainy,2,23,15.639845943328847
17.235449448286495,78.3490571617755,17.44672671210048,78.4105041641383,2.7992010917400747,1,clear,6,14,45.294122234086075
17.409021149609245,78.41732446099553,17.457268701298386,78.429703867921,3.0635146874593824,7,rainy,5,15,55.58193448676518
17.388682854033966,78.59082369670058,17.47499057075236,78.30934472783801,17.642109640635795,5,rainy,2,20,42.62423642030788
17.463241604058116,78.37744002981033,17.329295566153988,78.37787293478252,17.414534321746807,5,foggy,6,12,48.690037428451696
17.420521313141165,78.49702099936238,17.29566004549634,78.31010292116234,26.462971872489252,1,clear,2,8,27.918126782891424
17.441044279115456,78.39755701926741,17.374659623978236,78.56375573178038,17.178336594142124,9,clear,6,10,19.159912256331744
17.284610371771393,78.53204193770597,17.311351727031287,78.37301900496556,28.833939591740656,1,foggy,4,10,42.138683080914625
17.253231863133916,78.3392620982155,17.38032225004007,78.4672011508719,2.412150603597963,5,rainy,3,5,26.388560292060944
17.425184425492258,78.59094631352356,17.411675758793148,78.31169379619834,3.842222858641491,10,foggy,3,0,53.00367594948964
17.44205042178018,78.43613686241508,17.40652150554764,78.50005421739169,2.2779099855410605,9,clear,1,21,16.13140249890033
17.497151542600204,78.37081513900394,17.312365866106035,78.39690820372623,6.373028659672661,4,foggy,5,5,31.673184986656185
17.32378530307343,78.322049024199,17.250058060509627,78.5693757560873,16.696833217308665,8,clear,6,12,29.83638002341929
17.311605425737834,78.35092737152625,17.32915880153866,78.56643545668021,19.721593261395412,6,rainy,0,21,56.902692677696486
17.4329238882226,78.4559321845668,17.24277824322457,78.39758718550853,2.321969580511395,3,clear,1,23,17.656740030220192
17.302241062075904,78.40110095292938,17.467029110555142,78.57028826870713,28.43315580552238,4,rainy,1,21,10.492341250600548
17.47922719768107,78.54866500976478,17.303763238221357,78.59884730204963,25.42279592286105,2,rainy,6,4,21.90426064035588
17.457523825552904,78.42926625709853,17.246337924166998,78.54762469923718,9.6017619825557,1,clear,6,14,51.01384298843273
17.328698208212504,78.37461428177629,17.207634327971725,78.55346140432657,3.238438376567571,8,clear,1,17,20.466090802350852
17.425261320337448,78.4851434959812,17.393746715885946,78.37470262083272,5.926725123352661,1,rainy,1,19,22.043903185274136
17.426362862225403,78.51203316506563,17.391070695236422,78.47301071965732,4.681387998894207,1,foggy,3,13,16.49494022684054
17.23093716065078,78.35011257237028,17.30218124997439,78.3201767741902,4.575229599669459,4,clear,0,14,45.77181016382702
17.47076587200387,78.3502857648865,17.221513566654295,78.3284753810465,16.038288971306287,10,rainy,1,4,13.458709525270859
17.351575711734355,78.31100142808006,17.32288866846857,78.59966778360999,8.129575832308609,10,rainy,3,3,26.560415116426082
17.44793723983232,78.52092060451969,17.293365248519017,78.39799177482777,11.38605177934519,6,foggy,1,1,24.124936331048225
17.296014880309183,78.49914135828654,17.403136191920503,78.52445517361465,29.69565466814535,9,clear,2,6,37.75798648950774
17.46865696854886,78.44238926272494,17.38173377483581,78.54199951590805,20.845113218835,1,rainy,1,9,46.52081325098678
17.316760503620248,78.55325113469075,17.30937811845926,78.55740698130217,28.52043934436304,7,foggy,6,15,36.643821734837374
17.20325129544409,78.541701045885,17.265367766276498,78.59928848922064,5.134140095960352,10,rainy,5,9,56.55129964875338
17.47161459292578,78.47560630931902,17.496410789846678,78.37244894557706,12.08204477014451,5,clear,5,17,57.572131944366596
17.22738600303584,78.56048138415397,17.336200486358834,78.3121052480579,17.087222295188273,8,foggy,1,16,28.07326642492577
17.295794091277124,78.36175236301102,17.40648227073407,78.42335745539837,3.2259837947734025,7,rainy,4,20,48.88401881374464
17.485018590115242,78.33357588581931,17.242165890273508,78.33902420094869,1.121435865210778,4,foggy,2,12,46.94006916340948
17.485182144081268,78.3809248834551,17.34567690989782,78.30672776674861,20.442595680110607,4,clear,0,0,54.64822958524137
17.372031366436985,78.3171260568268,17.20826101596084,78.40812804814244,19.612765987241623,6,foggy,1,0,32.397182010385166
17.38955116365094,78.4593508584003,17.351636535373135,78.53512147532257,12.91287548998874,6,clear,0,14,36.52365935988961
17.334533656593496,78.58098170768848,17.48920522213531,78.46985420736752,15.199678204928947,9,rainy,2,0,30.788715679078702
17.28796323150942,78.31180306220055,17.31526201389574,78.3938333967631,13.047847017170598,5,clear,1,5,52.51884596498528
17.298599363610975,78.336632974203,17.211698803772475,78.49630260164781,1.696146300501777,8,rainy,4,12,21.485115768106716
17.40175553682311,78.43565970848502,17.209286737275804,78.36960545409264,10.72577658030641,5,rainy,3,0,21.985453912122235
17.425712358831305,78.58016250525837,17.31639602798406,78.30431443382162,6.135385406521405,2,clear,4,4,28.63025517885399
17.437473713117754,78.39484683149303,17.24800748093896,78.52930601593093,3.8543014839396936,6,rainy,6,8,21.51714160511756
17.436885442838367,78.45217044260652,17.207005628898454,78.4871229254592,28.744892582791145,9,foggy,4,16,38.05034182074604
17.227361830914607,78.31247185771511,17.426864084185052,78.52869078735029,18.381432026222804,3,rainy,3,15,16.724505324775116
17.348326091410772,78.34450296028862,17.337556902664566,78.3116814050063,22.131032242861476,1,clear,6,7,26.009310970202765
17.217267628004993,78.59598903688764,17.286773431591797,78.5511358883492,10.145548554717408,1,foggy,3,16,55.6722349237795
17.36485866469712,78.5895356089308,17.470024954904943,78.48585786001088,12.401266755326441,3,foggy,5,14,30.461274009589797
17.332459150412014,78.30148199428032,17.234841688060158,78.46901860521379,7.870795823004981,10,rainy,3,23,47.41168582467546
17.466311254827488,78.58554353562697,17.486775648686596,78.48738421443436,3.8120044579973174,5,rainy,1,0,15.6731095853287
17.305274503765624,78.49173598134465,17.294190015213207,78.5593299740605,6.19191748580593,3,clear,0,11,22.378225407089232
17.23512010492828,78.560375488356,17.466521101692603,78.47608095196767,24.12790731359809,9,foggy,5,4,50.36728106001843
17.24289750461585,78.43642195669015,17.38088286294384,78.47428511396645,20.6488283503295,8,clear,5,23,48.149646814484704
17.428453189515242,78.45467880857377,17.448012207922446,78.59720374711972,16.86093740357883,3,rainy,0,5,29.307795929691057
17.38546541899488,78.44665397407707,17.49520394896314,78.52701905012057,14.777606313136275,9,foggy,5,0,57.71984510167371
17.230336802836835,78.50005927726383,17.28652163134562,78.43268814163534,27.75059422602761,6,clear,3,0,55.53215079172727
17.2252320418345,78.34189537642689,17.488340645622277,78.51221910000987,3.1093134855813838,7,clear,4,9,58.11503745561199
17.410290739437738,78.3089920769618,17.316844568470724,78.41676914150753,9.137423583899563,4,clear,2,9,31.395734509389268
17.22182890190926,78.39237898247735,17.315653571421077,78.36866263874505,11.148197753550708,4,clear,3,2,19.87367918428415
17.44655801778711,78.511404228821,17.30211613127635,78.47905556306632,23.690348554170846,2,clear,6,16,41.33293195456705
17.41187266814695,78.36055603563688,17.362422282204275,78.57845462943418,29.78292398469717,5,foggy,6,18,44.238657913959926
17.22440463419257,78.50202972999747,17.246243512953544,78.57874185600463,7.979444927957439,8,clear,4,10,16.272089222526
17.225451314225555,78.59097361383218,17.366113445607404,78.40257158343164,26.354912689975336,7,foggy,4,17,49.3241517147953
17.495991873550352,78.32817021473683,17.362511443723,78.45830323986651,25.088060052521946,7,clear,5,1,10.903010987998027
17.312281238726836,78.50178063546754,17.42857054378146,78.36349076957096,7.515064531611232,6,rainy,1,8,34.13641937383917
17.311192644120066,78.43312506579137,17.450094988581277,78.59868933284966,12.580644825777455,3,rainy,1,23,26.550812974744744
17.44383987017725,78.56044267631324,17.332132405093727,78.59433537236038,12.880513209483054,5,clear,5,16,47.01515299495421
17.484174573215157,78.35314493683421,17.29069997480545,78.49485267891222,29.36839938727019,1,rainy,5,13,25.6380363710908
17.495800319146863,78.50778778566784,17.277800469195128,78.54132421790324,6.245865139988052,7,foggy,0,3,51.34035563905164
17.42601345557768,78.55143458689443,17.258387151011462,78.51453004838511,24.17558116203868,9,clear,0,16,39.74767443904052
17.312877875659275,78.5833842658422,17.217294274659707,78.47794746571184,10.691588711020188,1,foggy,2,16,49.694668088103604
17.2250502150096,78.50497440848689,17.302734393650415,78.31600439909667,22.19524002750865,2,clear,2,11,59.467031891981186
17.43314407477823,78.44915242920253,17.281074307639233,78.43642930276579,13.180319124574222,3,rainy,2,19,43.95791728717784
17.36752127492074,78.48535417206035,17.48992521575992,78.50243589065022,17.77243313037966,3,foggy,2,17,59.247515818082206
17.327266602774092,78.56067149534361,17.367312647875014,78.5032594841651,25.145741426457803,8,rainy,4,2,11.441816346085268
17.47190631552842,78.47118292399165,17.30418311170915,78.4119367855267,24.32080138453264,7,rainy,4,10,26.90699942419042
17.233359244691844,78.30911611790904,17.374140280298107,78.5825075959974,26.126272322651303,6,clear,0,17,15.392663228115458
17.347787531287256,78.57928460865209,17.241759010403708,78.35020710967103,2.7289024349951116,10,foggy,1,3,23.115246569221977
17.203406093430225,78.50685802530947,17.33321312476066,78.45010783386466,21.0694660381526,10,rainy,5,16,51.94439495628872
17.340598192598236,78.50295401573317,17.387870296426318,78.50726519296524,5.0596339249311235,4,clear,6,17,11.616163266304515
17.21689098270455,78.36470254571931,17.346669349537734,78.50914074176754,13.05873847253392,9,clear,1,4,36.00914678661968
17.23564537488042,78.49766564106979,17.320533640196295,78.49459168703063,16.909064036585967,1,clear,3,13,38.35643537661865
17.23525787403313,78.41815932169624,17.49815451666991,78.38258646403555,12.679445057658091,2,rainy,4,9,38.057557333597806
17.394763090634818,78.49536989311244,17.464094428644678,78.34686197060599,16.06873859828722,4,clear,2,14,33.764853691162784
17.423813463779627,78.33197790909239,17.387021787447832,78.49078209804802,29.899262955159955,3,foggy,2,0,49.53014823848777
17.375010629529147,78.4973535913809,17.370813208354683,78.47979063484183,4.921302097672787,1,foggy,3,15,16.677154475277558
17.48865176454236,78.59982411773119,17.386198143947375,78.35380680308677,20.58822531475634,5,rainy,1,10,25.52885077753937
17.31246117385711,78.31446361165817,17.26039363234673,78.51154174367116,12.484028025182841,7,foggy,2,22,40.786302672258635
17.285713625884558,78.59315225526639,17.318541322979296,78.4365515975201,4.8572841683125345,2,clear,1,19,44.54756831339779
17.460579738456836,78.42207238821686,17.21183785986727,78.50032817748094,5.603366137854977,5,rainy,5,5,30.207421588852814
17.267078751555836,78.56122603510117,17.342663811246048,78.55121012393104,28.52892008112289,6,clear,3,23,53.76856316636166
17.488966761832184,78.53471564521747,17.362907375187298,78.35091852857308,26.5084434046411,7,rainy,6,21,30.774669834795716
17.203646342406945,78.470104878296,17.268324920830963,78.30574346039904,27.304216852035633,1,rainy,1,15,30.138806717416657
17.490963648012293,78.52153476277539,17.489208654149653,78.53373077591873,29.75445049899421,7,clear,5,1,11.810363074369247
17.212947973585173,78.5635546683904,17.472836383281173,78.48290922754578,7.04114631024702,4,foggy,1,0,37.557066809736696
17.46734293410942,78.4212420964953,17.416642970636772,78.50989187088663,11.30774078355779,8,foggy,1,23,45.43404192559525
17.35831033272589,78.39810994846897,17.36001598862961,78.55144649249658,20.407351867821134,4,rainy,2,23,15.721908175842405
17.49788943883579,78.50027801566907,17.460990747894307,78.54084328044735,15.030273655958771,6,clear,0,8,25.27163830439354
17.22213896942062,78.54235378258237,17.23919570314704,78.58827604407864,13.133296467971672,9,clear,4,21,49.06284768914261
17.366156285320397,78.52868554043297,17.437152938282466,78.46078052365563,11.376526230732198,5,rainy,1,11,28.295971770678772
17.49079076068573,78.53934409465758,17.237446244190053,78.44654868979796,18.219638326360116,4,foggy,1,16,22.080123102001995
17.356929353251044,78.43067499444388,17.438263198764822,78.42056615996721,17.69220943056238,8,clear,1,14,43.61003317825561
17.38881959144058,78.5453502648525,17.282730270475408,78.34610731285326,5.6822771878629625,9,foggy,0,18,19.83793888358278
