OrderDetailID,OrderID,ProductID,Quantity,PriceEach,TotalPrice
576,150,31,3,447.47534345471036,1342.426030364131
577,151,48,5,388.8132485394478,1944.066242697239
578,198,35,2,454.2854952885772,908.5709905771544
579,112,1,5,358.98465174820154,1794.9232587410077
580,186,30,1,476.0805682102502,476.0805682102502
581,215,47,5,407.9476683953336,2039.738341976668
582,187,38,1,346.1443085743635,346.1443085743635
583,165,30,1,476.0805682102502,476.0805682102502
584,260,7,1,484.26767905942313,484.26767905942313
585,194,11,4,315.57125543377435,1262.2850217350974
586,103,24,1,344.9015016505583,344.9015016505583
587,70,26,5,464.02201631568045,2320.110081578402
588,170,48,1,388.8132485394478,388.8132485394478
589,240,12,3,441.95123431386185,1325.8537029415857
590,5,29,5,361.88497593070855,1809.4248796535428
591,288,13,3,166.26417041398335,498.79251124195
592,104,3,5,386.1764811694529,1930.8824058472646
593,104,3,4,386.1764811694529,1544.7059246778117
594,157,27,3,146.64515129714397,439.9354538914319
595,3,17,3,200.8510913678053,602.5532741034159
596,202,29,2,361.88497593070855,723.7699518614171
597,113,24,1,344.9015016505583,344.9015016505583
598,269,2,3,255.49922444549495,766.4976733364848
599,185,9,3,182.50245622826156,547.5073686847848
600,132,33,2,496.2095988939715,992.419197787943
